observation_id;latitude;longitude;species_id;subset
20083678;42.44791;-71.26821;93;train
21605199;39.492954;-88.17671;24;train
21276352;40.89952;-73.89401;31;train
10421962;47.4873847961426;-0.5618214011192321;18;train
10710717;43.235446929931605;1.35263085365295;1;train
21092053;40.93929;-73.7536;41;train
20288257;32.7705;-79.93218;79;train
21527269;34.035866;-118.68751;16;train
21560147;39.834076;-74.98704;7;train
21675926;38.035915;-84.507935;6;train
20010585;38.971115;-77.161;7;train
10677788;48.7444343566895;4.16563844680786;15;train
20549397;40.44201;-79.90035;49;train
21706297;30.243502;-97.71746;14;train
20346260;39.15168;-83.32656;45;train
10291028;43.1468849182129;6.376013278961179;6;train
10766960;45.530433654785206;4.8689265251159695;7;train
20145149;42.90346;-75.87483;41;train
20723150;41.05571;-74.28552;65;train
21496124;42.43688;-71.09371;81;train
20750241;33.801266;-84.30353;76;train
10473086;47.2422218322754;-1.5047222375869798;28;train
21359234;40.60247;-75.360306;7;train
20901603;41.97951;-87.74336;71;train
20965083;38.698715;-90.305916;55;train
20177187;38.197655;-83.47929;55;train
10750182;46.348384857177706;-1.41164672374725;7;train
20905374;36.724873;-82.07791;55;train
20065330;40.871555;-73.9238;80;train
21972042;38.777054;-104.81967;80;train
10340745;48.689323;6.926850999999999;57;train
21548343;36.06248;-87.96312;57;train
10820728;48.0010871887207;6.26578330993652;40;train
10754532;49.4420967102051;1.10156667232513;36;train
21083018;40.81195;-73.96505;39;train
21056541;29.735226;-81.92239;74;train
20452834;34.109474;-86.03352;91;train
20784010;33.504627;-94.583145;73;train
20370835;38.644913;-90.25177;91;train
21277439;35.120945;-89.824326;94;train
21138458;29.775803;-95.01284;75;train
22059447;35.277325;-91.57094;79;train
21429219;36.849575;-87.93081;13;train
20336733;32.92891;-96.85431;63;train
21035027;40.73617;-111.84287;86;train
10136900;47.5050392150879;-0.556376516819;3;train
21589981;35.637577;-97.362335;4;train
20488975;42.719513;-77.92732;76;train
20030074;30.247602;-97.812515;8;train
20272010;33.44151;-111.93647;66;train
10017282;48.747936;7.091681;58;train
20754342;35.198868;-89.760086;80;train
21614158;39.278355;-86.23207;54;train
20152818;40.7174;-73.96014;29;train
21064782;39.265167;-76.58106;80;train
20790664;42.92147;-88.32093;44;train
20047012;44.990284;-93.16376;67;train
21553513;40.653618;-74.2382;75;train
21806482;41.056255;-112.246994;84;train
20307447;41.962673;-87.633644;74;train
21653220;33.12411;-117.00567;61;train
20643916;41.37664;-88.12185;29;train
21257323;39.26223;-77.26796;50;train
20092155;44.71561;-93.62865;96;train
21699292;35.218884;-112.28262;69;train
21338364;37.64925;-89.34424;76;train
21283248;30.583467;-97.85857;56;train
21692099;39.470394;-87.39999;80;train
21476978;33.825893;-118.34314;65;train
10335579;45.6619911193848;4.76355886459351;10;train
21883227;40.846474;-74.21281;11;train
20040798;30.286774;-97.73379;27;train
20706988;33.11611;-91.97617;98;train
21181340;30.573772;-97.66604;79;train
21359235;38.53315;-121.75412;63;train
21629565;40.046112;-75.21203;57;train
20625089;38.24698;-85.72595;37;train
21069886;38.908863;-77.07265;90;train
21884946;39.35182;-76.36894;98;train
21140964;33.599003;-117.654366;63;train
21390658;32.844833;-117.04736;63;train
10560525;48.21720886230471;-4.1553807258606;24;train
21655036;35.957935;-83.86585;45;train
20390393;32.829895;-105.774925;69;train
21176797;32.760384;-116.99622;16;train
20053484;38.645775;-77.24019;25;train
20210865;29.459103;-98.45756;61;train
20026889;39.192837;-96.58036;87;train
10490286;48.9180603027344;2.27738332748413;7;train
22060873;44.47821;-73.19319;90;train
20059037;40.058758;-75.212204;32;train
21878598;44.16992;-94.11578;96;train
10504634;47.337131500244105;5.04597663879395;11;train
20909882;41.112347;-73.33801;48;train
20632248;30.422691;-91.17742;75;train
20092772;33.8118;-117.919136;57;train
20025124;29.503805;-95.50356;82;train
20812559;39.347816;-82.03457;47;train
21736912;33.622776;-86.67695;91;train
22009097;25.93004;-80.177895;85;train
20073315;44.914013;-71.87885;51;train
21934302;32.41857;-106.61031;66;train
21666832;34.10669;-116.48547;66;train
21883621;41.258404;-75.32082;74;train
20068837;42.34754;-88.190445;65;train
20340523;32.31969;-106.728165;66;train
20312690;33.633736;-112.02702;84;train
21342444;38.540836;-121.75567;86;train
21943028;32.55961;-95.88179;86;train
20944524;32.430977;-90.15469;38;train
20572186;39.20128;-76.88746;97;train
21894886;34.620556;-98.41785;56;train
21097149;32.849575;-96.87861;95;train
20851007;30.712807;-97.731186;37;train
20896918;36.985584;-86.45626;63;train
20515190;36.47941;-94.361465;19;train
21582647;40.712746;-73.42052;20;train
21572903;30.509108;-97.8424;63;train
10408201;47.672603607177706;-0.2381529659032819;20;train
21391998;31.832518;-105.95434;66;train
10003099;50.6418952941895;3.0535409450531;8;train
20079765;39.908787;-75.083244;70;train
20681254;30.453938;-84.28392;73;train
21621843;35.762054;-83.27091;47;train
21172253;42.488735;-71.282524;52;train
20475830;37.77163;-122.467705;77;train
20624154;39.76237;-85.91465;88;train
20281515;41.98082;-87.70767;59;train
20874486;45.47266;-122.653404;27;train
21513813;43.310246;-73.152084;51;train
20034063;34.7179;-83.725845;58;train
20616562;40.790916;-73.959465;74;train
10821042;43.4822807312012;2.13383555412292;34;train
20302174;41.13495;-81.39528;60;train
21459724;39.469494;-87.403595;14;train
20582965;43.52468;-73.73835;41;train
21833834;32.784847;-96.98182;6;train
21592525;42.718548;-73.864494;74;train
21339372;42.672787;-73.67329;90;train
20487990;41.03688;-80.63625;12;train
21281790;33.821857;-117.88212;63;train
20478131;37.616383;-122.49453;0;train
10434739;48.932777404785206;2.47372937202454;32;train
20878394;37.509632;-121.82879;68;train
21726499;40.87373;-74.01107;22;train
21706962;40.743263;-111.8722;65;train
10375529;47.4753646850586;1.1788637638092;15;train
10702556;46.550666809082;0.367823034524918;0;train
21975435;42.436695;-71.0802;81;train
20246154;38.572224;-121.74993;96;train
21909642;47.38598;-101.63828;96;train
21842862;33.67178;-84.11811;18;train
20166460;26.428326;-82.081276;63;train
21865568;33.537724;-111.6724;21;train
20309564;26.204237;-98.21982;57;train
20239932;25.382914;-80.60667;93;train
20623594;37.80147;-122.45379;9;train
20249827;30.156733;-97.829346;89;train
21614654;44.318733;-120.66759;72;train
21706914;39.469875;-87.400154;59;train
20770622;35.906982;-78.52447;67;train
10799351;48.693977355957;2.4058403968811004;22;train
21427393;39.809803;-82.97206;18;train
10655567;47.2529106140137;-1.63973689079285;16;train
20802681;38.93763;-77.266914;18;train
21134283;41.882587;-69.99453;74;train
10062344;43.115940093994105;6.04366111755371;44;train
20681279;41.654247;-73.48179;19;train
10369281;45.8778610229492;5.492304801940921;13;train
20773237;40.321896;-80.10594;53;train
10561117;47.522575378418;6.809109687805179;21;train
10746785;45.2392730712891;0.371275991201401;25;train
10000301;41.76072311401371;9.07514476776123;14;train
21697481;35.64822;-82.491325;27;train
20728565;44.055504;-72.83048;32;train
21828405;33.167213;-117.05182;68;train
20237859;28.060192;-82.41574;75;train
21346655;44.97549;-93.32102;81;train
21996365;36.226448;-76.6338;15;train
20213114;33.82578;-118.34265;96;train
10516785;44.4609489440918;2.2985167503356903;6;train
20960862;37.805218;-122.45344;0;train
20630936;33.34704;-81.85987;23;train
10546781;43.5477638244629;6.572138786315921;21;train
21445908;44.082508;-92.52785;60;train
21254623;38.9206;-76.523674;75;train
21292288;33.805912;-118.08543;74;train
20912982;34.119747;-117.61432;56;train
21465055;34.44774;-93.193565;87;train
21330341;38.601624;-121.32037;5;train
21512808;35.906563;-78.513275;13;train
20167649;40.826244;-81.09442;45;train
20271650;40.778786;-73.97119;76;train
10050490;45.61799621582029;6.768915176391599;21;train
20321820;44.71403;-118.144;69;train
20837479;35.17677;-85.12005;45;train
10249401;49.5141677856445;5.74333333969116;39;train
